BrandAAIAID	PartNumber	Weight	Length	Width	Height
DGBV	1814008	0.45	4.5	3.5	2
DGBV	1814004	0.4	4	2	1.5
DGBV	1813014	0.35	4	2	1.5
DGBV	1813008	0.05	3	3	2
DGBV	1817004	0.55	6	6	4.25
DGBV	1817008	0.65	6	6	4.25
DGBV	1817007	0.6	6	6	4.25
DGBV	1817010	0.65	10	6.25	4.5
DGBV	1815001	0.3	4	2	1.5
DGBV	1818006	0.3	4	2	1.5
DGBV	1818007	0.35	3.5	1.5	3.5
DGBV	1899022	0.55	8.5	4.5	1.5
DGBV	1818008	0.3	3	3	2
DGBV	1899038	1	4	3	3
DGBV	1899022	0.85	10	6.5	4.5
DGBV	1899003	0.05	7	4	7
DGBV	1899002	0.05	7	4	7
DGBV	1899044	0.45	4.5	3.5	2
DGBV	1899045	0.35	4.5	3.5	2
DGBV	1899046	0.5	4	2	1.5
DGBV	1910002	1.55	10	6	5.5
DGBV	1899058	0.55	4	2	1.5
DGBV	1899064	0.55	4	2	1.5
DGBV	1911009	1.75	9	3	3
DGBV	1912015	5	6.5	5.5	7.5
DGBV	1912024	3	11.5	3.75	4
DGBV	1912025	2	11.5	4	4
DGBV	1912026	2	11.5	4	4
DGBV	1912027	5	7	6	5.5
DGBV	1912028	5	7.5	8	4.5
DGBV	1912030	5	7	6	7.5
DGBV	1913012	2	10	9.5	3.5
DGBV	1913014	3	10.5	3.5	3.5
DGBV	1913016	2	8.5	8.5	3.5
DGBV	1913017	3	6.5	7.5	7.5
DGBV	1914006	3	12	6.5	4.5
DGBV	1914011	3	11	7.5	6
DGBV	1914013	2	12	6.5	4.5
DGBV	1914014	3	11.5	4	4
DGBV	1914015	3	11.5	4	4
DGBV	1914016	3	11.5	4	4
DGBV	1915004	3	10	4	4
DGBV	1915008	3	12	6.5	4.5
DGBV	1915005	3	12	6.5	4.5
DGBV	1812016	5	10	6	4.5
DGBV	1915010	4	10.5	3.5	3.5
DGBV	1918001	3	12	6	4.5
DGBV	1918004	4	10.5	3.5	4.5
DGBV	1917004	2	10	5.5	4
DGBV	1917009	4	11.5	4	4
DGBV	1917010	4	11.5	4	4
DGBV	1918008	3	10	4	4
DGBV	1999225	3	9.5	5	4
DGBV	1999223	3	11	3.5	3.5
DGBV	1999016	2	7	4	3.5
DGBV	1999228	3	11.5	4	4
DGBV	1999234	3	11.5	4	4
DGBV	2012006	0.05	6	6	4
DGBV	2012007	0.05	6	6	4
DGBV	2017002	0.05	6	6	4
DGBV	2017001	0.05	3	3	2
DGBV	2015003	0.05	4	3	3
DGBV	2013003	0.05	3	3	2
DGBV	2099002	0.05	3	3	2
DGBV	2099003	0.05	3	3	2
DGBV	2099004	0.05	3	3	2
DGBV	2099016	0.05	3	3	2
DGBV	2099013	0.05	3	3	2
DGBV	2017003	0.05	6	6	4.5
DGBV	2099019	0.05	6	6	4.5
DGBV	2099023	0.05	6	6	4.5
DGBV	2099028	0.05	6	6	4.5
DGBV	2112008	0.05	6	6	4.5
DGBV	2113011	0.05	6	6	4.5
DGBV	2113016	0.05	4	3	3
DGBV	2114001	0.05	4	3	3
DGBV	2114002	0.05	4	3	3
DGBV	2199005	0.05	4	3	3
DGBV	2199008	0.05	4	3	3
DGBV	2199027	0.05	4	3	3
DGBV	2199067	0.05	4	3	3
DGBV	2212002	0.05	4	3	3
DGBV	2212004	0.05	4	3	3
DGBV	2212005	0.05	6	6	4
DGBV	2213007	0.05	6	6	4
DGBV	2213013	0.05	6	6	4
DGBV	2213014	0.05	6	6	4
DGBV	2214002	0.05	6	6	4
DGBV	2214003	0.05	6	6	4
DGBV	2214006	0.05	6	6	4
DGBV	2217002	0.05	6	6	4
DGBV	2217003	0.05	6	6	4
DGBV	2299101	0.05	6	6	4
DGBV	2299005	0.05	3	3	2.5
DGBV	2312001	0.05	3	3	2.5
DGBV	2312002	0.05	3	3	2.5
DGBV	2312003	0.05	3	3	2.5
DGBV	2318002	0.05	3	3	2.5
DGBV	2399001	0.05	3	3	2.5
DGBV	2399003	0.05	3	3	2.5
DGBV	2399004	0.05	3	3	2
DGBV	2399005	0.05	3	3	2.5
DGBV	2399009	0.05	3	3	2.5
DGBV	2399023	0.05	3	3	2.5
DGBV	2412005	0.05	10	6.5	4.5
DGBV	2414010	0.05	8	4	4
DGBV	2414011	0.05	6	3	3
DGBV	2499078	0.05	6.5	5.5	4.5
DGBV	2499110	0.05	8	4	4
DGBV	2499111	0.05	6	3	3
DGBV	2499120	0.05	6	3	3
DGBV	2660004	0.05	7	3.5	6
DGBV	2660006	0.05	7	3.5	6
DGBV	2660018	0.05	7	3.5	6
DGBV	2660019	0.05	7	3.5	6
DGBV	2660020	0.05	7	3.5	6
DGBV	2660037	0.05	7	3.5	6
DGBV	2660039	0.05	7	3.5	6
DGBV	2660060	0.05	7	3.5	6
DGBV	2660061	0.05	7	3.5	6
DGBV	2660064	0.05	7	3.5	6
DGBV	2660065	0.05	7	3.5	6
DGBV	2660040	0.05	7	3.5	6
DGBV	2660043	0.05	7	3.5	6
DGBV	2660045	0.05	7	3.5	6
DGBV	2660047	0.05	7	3.5	6
DGBV	2660066	0.05	7	3.5	6
DGBV	2660070	0.05	7	3.5	6
DGBV	2660071	0.05	7	3.5	6
DGBV	2660074	0.05	7	3.5	6
DGBV	2660075	0.05	7	3.5	6
DGBV	2712004	0.05	7	3.5	6
DGBV	2712005	0.05	7	3.5	6
DGBV	2712006	0.05	7	3.5	6
DGBV	2712007	0.05	7	3.5	6
DGBV	2799200	1	11	7	2
DGBV	2799202	0.05	7	3.5	6
DGBV	2799211	0.05	7	3.5	6
DGBV	2799212	0.05	7	3.5	6
DGBV	2799237	1	11	7	2
DGBV	2799238	1	11	7	2
DGBV	3099007	5	8	5.5	5
DGBV	3112001	0.05	8.5	8	8.5
DGBV	3112005	0.05	9	8.5	1.75
DGBV	3112006	0.05	16	10.5	8.5
DGBV	3112007	0.05	13	11	5.5
DGBV	3112009	0.05	8	8	8.5
DGBV	3112010	0.05	13	11	5.5
DGBV	3112012	0.05	13	11	5.5
DGBV	3113004	0.05	14	10.5	1
DGBV	1441002	16	10.5	8	8.5
DGBV	3114001	16	10	8	8.5
DGBV	3117001	0.05	17.5	11.5	8.5
DGBV	3117002	0.05	16	10	8
DGBV	3118003	0.05	13	9.5	1.5
DGBV	3114003	0.05	13	5	1
DGBV	3199021	0.05	16	10	8
DGBV	3199030	0.05	10.5	10.5	0.75
DGBV	3199034	0.05	8	19.25	0.38
DGBV	4399131	0.05	8	4	4
DGBV	1441002	16	10.5	8	8.5
DGBV	1299032	4	8	8	8.5
GXTN	ARD-1035	3	10.5	3.5	3.5
GXTN	CO-2030CA	18	10.5	7.5	7.5
GXTN	CO-2077CA	18	10.5	7.5	7.5
GXTN	CO-2172CA	20	10.5	7.5	7.5
GXTN	CO-3109CA	25	8.5	6	10
GXTN	CO-2184CA	18	10.5	7.5	7.5
GXTN	CO-3114CA	25	8.5	6	10
GXTN	CO-2462CA	18	10.5	7.5	7.5
GXTN	CO-2319CA	20	10.5	7.5	7.5
GXTN	CO-2461CA	20	11.5	7.5	7.5
GXTN	CO-1062CA	18	10.5	7.5	7.5
GXTN	CO-2312CA	18	10.5	7.5	7.5
GXTN	CO-2337CA	18	10.5	7.5	7.5
GXTN	CO-6212CA	18	10.5	7.5	7.5
GXTN	CO-3109CA	25	8.5	6	10
GXTN	CO-3102CA	25	8.5	6	10
CGGR	F-1023	3	7.5	7.5	6.5
GXTN	CO-6155CA	18	10.5	7.5	7.5
GXTN	CO-6297CA	35	14	9	11
GXTN	CO-6291CA	20	10.5	7.5	7.5
GXTN	CO-1062CA	18	10.5	7.5	7.5
DGBV	1441001	18	10.5	8	9
GXTN	EXV-1092	0.05	4	2	1.5
GXTN	EXV-1014	0.05	4	2	1.5
GXTN	EXV-1102	0.05	4	2	1.5
BBBN	10021526	12	10	10	7.5
MSC	87422777R	12	8	7.5	7
DWBX	993293	2	5	4.5	3
DWBX	994348	5	11	10	3.5
DWBX	9908504	15	10.5	10.5	7
DWBX	Q995568	15	13	12	5
DWBX	Q995575	18	13	12	5
DWBX	Q995582	20	14	14	8.5
DWBX	Q995617	20	14	14	8.5
DWBX	Q995669	15	12.5	12	4.5
GGGV	100-7531	1	14.5	6	0.05
GGGV	100-7532	1	14.5	6	0.05
GGGV	100-7533	2	14.5	6	0.05
GGGV	100-7534	2	14.5	6	0.05
GGGV	150-2505	2	9.5	5.75	0.05
GGGV	200-8793	2	7	4.75	0.05
GGGV	230-4201	13	11	7	2
GGGV	230-6301	2	9.5	6	0.05
GGGV	230-4202	13	11	7	2
GGGV	247-4202	10	11	7	2
GGGV	247-4203	10	11	7	2
GGGV	247-4205	10	11	7	2
GGGV	250-4202	12	11	7	2
GGGV	250-4204	15	11	7	2
GGGV	247-6303	1	14.5	6	0.05
GGGV	147-2503	1	9.5	5.5	0.05
GGGV	238-4201	35	11	7	4.5
GGGV	250-4206	1	9.5	6	0.05
GGGV	250-4301	15	11	7	2
GGGV	250-6303	5	14	5.75	0.05
GGGV	250-4205	15	11	7	2
GGGV	147-2502	1	9.5	6	0.05
GGGV	150-2504	1	9.5	6	0.05
BBSC	90K-39159B	5	10	9	5.5
BBSC	90K-39159	5	10	9	5.5
BBSC	90K-38702HD	8	10	9	5.5
BBSC	38667K3	15	11	9	8.5
BBSC	38667K1	16	12	12	6.5
BBSC	91002	8	17	13	5.5
BBSC	91002-4	0.05	6.5	2	2.5
BBSC	91143	0.05	12	5	0.05
BBSC	CO34833	0.05	7	5.5	5
BBSC	CO34908	0.05	4.5	4	3.5
BBSC	45006	10	16.5	13	8
BBSC	FB1012	10	13.5	10.5	7
BBSC	90K-38501HDA	4	10	9	5.5
BBSC	90K-38501HDD	4	10	9	5.5
BBSC	90K-38503HD	4	10	9	5.5
BBSC	90K-38556HDB	5	10	9	5.5
BBSC	90K-38569HD	7	10	9	5.5
BBSC	90K-38587HD	5	10	9	5.5
BBSC	90K-38587HDA	5	10	9	5.5
BBSC	90K-38587HDD	5	10	9	5.5
BBSC	90K-38610HDA	5	10	9	5.5
BBSC	90K-38633HDB	5	10	9	5.5
BBSC	90K-38610HDC	5	10	9	5.5
BBSC	90K-38610HD	5	10	9	5.5
BBSC	90K-38671HD	5	10	9	5.5
BBSC	90K-38671HDA	5	10	9	5.5
BBSC	90K-38671HDB	5	10	9	5.5
BBSC	90K-39051	5	10	9	5.5
BBSC	90K-39052	3	10	9	5.5
BBSC	90K-39153	5	10	9	5.5
BBSC	90K-39153A	5	10	9	5.5
BBSC	46001HD	30	16	13.5	6
BBSC	46002HD	28	14	8	9
BBSC	46003HD	35	17	9	9.5
BBSC	90K-38667HDA	13	12	12	6.5
BBSC	90K38667HDD	13	12	12	6.5
BBSC	90K-38667HDB	13	12	12	6.5
BBSC	90K-38667HDE	13	12	12	6.5
BBSC	90K-38158	3	10	9	5.5
BBSC	90K-38158A	3	10	9	5.5
BBSC	45054HD	38	14	10.5	12
BBSC	90K-38158C	3	10	9	5.5
BBSC	90K-38159	2	10	9	5.5
BBSC	90K-38285	7	10	9	5.5
BBSC	90K-38501HD	4	10	9	5.5
BBSC	43526	5	6.5	6.5	6.5
BBSC	43545HD	25	21	10.5	6.5
BBSC	44042	15	19	11	7
BBSC	44052HD	23	14	9	6.5
BBSC	44056	20	19	11	7
BBSC	45052HD	40	13.5	11.5	10.5
BBSC	44062HD	50	13.5	11.5	10.5
BBSC	42133	5	6.5	6.5	6.5
BBSC	42283	3	6	5.5	4.5
BBSC	42291	5	6.5	6.5	6.5
BBSC	43445HD	7	13.5	9	7
BBSC	42349	3	6	5.5	4.5
BBSC	42355HD	7	8	8.5	7
BBSC	42349BH	8	12	8	8
BBSC	43327BH	10	12	8	8
BBSC	43010	5	19	11	7
BBSC	43273	8	10	8	8
BBSC	43240HD	13	11.5	9	8
BBSC	43324	5	16.5	6	5
BBSC	43325HD	7	8.5	8	7
BBSC	38517	5	8.5	4.5	3
BBSC	38532	5	8.5	4.5	3
BBSC	38535	5	8.5	4.5	3
BBSC	38556	5	8.5	4.5	3
BBSC	38610	5	8.5	4.5	3
BBSC	38633	5	8.5	4.5	3
BBSC	38629	5	8.5	4.5	3
BBSC	38667	12	10	10	8
BBSC	38671	5	9.5	6.5	4.5
BBSC	38702	4	8.5	5	3.5
BBSC	39051	3	8.5	5	3.5
BBSC	38620	4	8.5	5	3.5
BBSC	39052	3	8.5	5	3.5
BBSC	39153	3	8.5	5	3.5
BBSC	39159	2	8.5	5	3.5
BBSC	39242	3	8.5	5	3.5
BBSC	41162	2	6	5	4.5
BBSC	41176HD	6	7	7.5	6.5
BBSC	41176HD	2	5.5	6	4.5
BBSC	41185	5	7	6.5	6.5
BBSC	41507E	1	6	5	4.5
BBSC	42241HD	7	8.5	8	7
BBSC	36225	0.05	3.5	3.5	2
BBSC	36230	1	3.5	3.5	2
BBSC	36239	0.05	3.5	3.5	2
BBSC	36310	1	3.5	3.5	2
BBSC	36324	1	4.5	4.5	3.5
BBSC	36351	2	3.5	3.5	2
BBSC	36354	1	4	4	2
BBSC	36492	1	4.5	4.5	3
BBSC	36742	1	3.5	3.5	2
BBSC	36770	1	4.5	4.5	3.5
BBSC	36776	1	6.5	4	3
BBSC	33747S	0.05	2.5	2.5	2.5
BBSC	38103	1	8.5	4.5	3.25
BBSC	38158	1	6	6	4.5
BBSC	38159	1	8.5	4.5	3.25
BBSC	38172	2	8.5	4.5	3.25
BBSC	38191	5	9.5	6.5	4.5
BBSC	38274	2	8.5	4.5	3.5
BBSC	38257	5	9.5	6.5	4.5
BBSC	38285	5	8.5	4.5	3.5
BBSC	38321	2	8.5	4.5	3.5
BBSC	38501	5	8.5	4.5	3.5
BBSC	38503	5	8.5	4.5	3.5
BBSC	38516	3	8.5	4.5	3.5
BBSC	38556	3	8.5	4.5	3.5
BBSC	34854	0.05	3.5	3	3.5
BBSC	33058	0.05	3	2.5	2.5
BBSC	33299	0.05	3	2.5	2.5
BBSC	33579	0.05	3.5	3	3.5
BBSC	33909	0.05	3	2.5	2.5
BBSC	33946	0.05	3	2.5	2.5
BBSC	33947	0.05	3	2.5	2.5
BBSC	33956	0.05	3	2.5	2.5
BBSC	33959	1	3.5	3	3.5
BBSC	33957	1	4	4	5
BBSC	33958	1	4	4	5
BBSC	33962	1	3.5	3	3.5
BBSC	33966	0.05	3	2.5	2.5
BBSC	33747S	0.05	3	2.5	2.5
BBSC	34149	0.05	6.5	5	4
BBSC	34212	0.05	3	2.5	2.5
BBSC	34148	0.05	3.5	3.5	5.5
BBSC	34240	0.05	3.5	3	3.5
BBSC	33578	0.05	3.5	3	3.5
BBSC	34308	0.05	3.5	3	3.5
BBSC	36091	1	3.5	3.5	2
BBSC	36094	0.05	3.5	3.5	2
BBSC	36177	1	3.5	3.5	2
BBSC	36200	0.05	3	3	3
BBSC	31286	0.05	3	2.5	2.5
JWTR	N43205	0.65	6.5	3.5	3
JWTR	N47404	0.65	6.5	3.5	3
JWTR	N47413	0.65	6.5	3.5	3
JWTR	N47414	0.65	6.5	3.5	3
JWTR	N47418	0.65	6.5	3.5	3
JWTR	N47420	0.65	6.5	3.5	3
JWTR	N47421	0.65	6.5	3.5	3
JWTR	N69204	0.65	6.5	3.5	3
JWTR	N83201	0.65	6.5	3.5	3
JWTR	N83202	0.65	6.5	3.5	3
JWTR	N65201	0.65	6.5	3.5	3
JWTR	N65202	0.65	6.5	3.5	3
JWTR	N65203	0.65	6.5	3.5	3
JWTR	N65261	0.65	6.5	3.5	3
JWTR	N43201	0.65	6.5	3.5	3
JWTR	N43202	0.65	6.5	3.5	3
JWTR	N43204	0.65	6.5	3.5	3
JWTR	N47202	0.65	6.5	3.5	3
JWTR	N47205	0.65	6.5	3.5	3
JWTR	N47407	0.65	6.5	3.5	3
JWTR	N47210	0.65	6.5	3.5	3
JWTR	N61202	0.65	6.5	3.5	3
JWTR	N61203	0.65	6.5	3.5	3
JWTR	N61204	0.65	6.5	3.5	3
JWTR	N65208	0.65	6.5	3.5	3
JWTR	N65207	0.65	6.5	3.5	3
JWTR	N47412	0.65	6.5	3.5	3
DKHD	1004-1021	0.08	8.5	6	2
DKHD	1004-1022	0.08	8.5	6	2
DKHD	1004-1025	0.08	8.5	6	2
DKHD	1001-1004	0.15	3	2	1.5
DKHD	1002-1005	0.15	3	2	1.5
DKHD	1003-1057	0.15	5.5	2	2
DKHD	1003-1059	0.15	5.5	2	2
DKHD	1003-1060	0.15	5.5	2	2
DKHD	270-1048	0.1	5	2.75	2.75
DWRT	65175	0.1	5.5	2	0.05
DWRT	65214	0.05	4.5	2	0.05
DWRT	68168	0.05	5.5	2	0.05
DWRT	090-936CD	0.1	4	1	0.05
DWRT	46831	0.7	18	12	0.05
DWRT	300-149	2	7.5	7.5	2
DWRT	96109	0.65	10.25	5.25	3.25
DWRT	599-5103	0.6	11.5	6	2
DWRT	599-5002	5	11	7	7.5
DWRT	603-5107	4.4	13.5	11.5	10
DWRT	615-202	0.9	24	8	1.25
DWRT	603-5211	8.5	24.5	13.5	9
DWRT	904-138	0.6	10.5	3.75	2.75
DWRT	603-5402	1.5	11.5	7	10.5
DWRT	603-5502	1.5	11.5	7	10.5
DWRT	679-005	10	20	8.5	5
DWRT	603-5510	4.5	20.5	13	9
DWRT	904-6009	1.5	7	5	2
DWRT	615-203	0.6	10.5	8	2
DWRT	904-249	0.55	9	5	5
DWRT	603-5101	4.65	20	15.5	7
DWRT	674-7029	0.95	9	8.5	2
DWRT	904-5056	6.5	12	8	9.5
DWRT	603-5206	2.5	11	11.5	7
DWRT	904-5031	12	19	9.5	6
DWRT	620-5601	5.85	16	14	4
DWRT	901-5202	0.1	3	3	2.5
DWRT	761-5202	0.2	6	5	3
DWRT	625-212	0.7	12.5	5.5	6
DWRT	901-5203	0.1	3	3	2
DWRT	904-5013	0.2	4.5	3	2.25
DWRT	888-5207	1.4	7.5	7	6.25
DWRT	888-5208	1.4	7.5	7	6.25
DWRT	902-2068	0.8	6	4	3
DWRT	615-201	1.2	23.5	8	2
DWRT	904-109	0.15	14.5	2	2.25
DWRT	902-5403	0.1	2.5	2.5	1.5
DWRT	902-5201	0.1	2.5	2.5	1.5
DWRT	904-136	0.2	3.5	3	1.25
DWRT	904-120	0.25	3	3	3
DWRT	904-229	1.15	7.5	6.5	2.5
DWRT	904-231	0.2	2.5	2.5	3.5
DWRT	904-7509	1.4	4.5	2.5	4
DWRT	904-293	1.2	4	4	4
DWRT	904-232	0.05	2.5	2.5	1
DWRT	904-346	1.2	6.5	4.25	3
DWRT	904-407	1.4	5.5	5.5	5.5
DWRT	904-137	1.5	14.25	6	4
DWRT	888-5518	1.5	10.5	9	6
DWRT	904-413	1.1	7.5	3.5	4.5
DWRT	904-415	0.05	4	3	1
DWRT	904-463	0.15	4.75	2	2
DWRT	904-479	0.65	9.5	4.75	2
DWRT	904-500	0.35	4.25	3.5	3.5
DWRT	603-217	3.9	16	12	8
DWRT	904-5004	7.5	10.5	9	8.5
DWRT	904-5052	0.15	3	3	2.5
DWRT	904-7029	0.25	4	3	2.5
DWRT	904-5555	0.1	3	2.5	1
DWRT	924-5401	0.35	4	2	1
DWRT	904-201	0.15	4.75	4.75	2.5
DWRT	902-1004	0.25	4	3.75	4
DWRT	904-7902	1.8	16	6.5	2
DWRT	904-7903	1.6	13.5	7	3
DWRT	904-7904	1.75	11.5	9	3
DWRT	904-7909	0.25	4.5	3	2
DWRT	924-5205	0.2	4	3	2.5
DWRT	978-5101	0.8	5.5	4.25	3.25
DWRT	978-5501	0.85	10	3.5	3
DWRT	938-5403	1.75	14	2	1
DWRT	888-5509	1.6	12.5	6.5	8
DWRT	904-256	0.65	2.5	2.5	2.5
DWRT	888-5510	1.6	12.5	6.5	8
DWRT	645-607	0.05	5	3	3
DWRT	904-5020	15	19	10	6
FLHQ	015TP21004000	6.2	12	10	8
FLHQ	2243451WR020	3	4	4	4
FLHQ	S42262	0.05	6	6	1
FLHQ	41909.020	1.25	10	5	2
FLHQ	CB1413P	0.15	3.5	2.5	1.25
FLHQ	JV5060	0.45	8	7.5	2
FLHQ	JV1700	0.45	8	7.5	2
FLHQ	67857	0.3	6.5	6	2
FLHQ	GS33703	1.25	6	6.5	2.25
FLHQ	GS33504	5	6	6.5	2.25
FLHQ	6012092	4.25	8	7	3
DWRT	801-700	6.25	16.5	12.5	4.5
BDZH	90004	1	9	9	2
BDZH	RE70143	4.5	14	9	2
BDZH	FP-3901173	0.3	3.5	3.5	1.5
FLHQ	THD788D	0.6	4.5	4.5	4.5
FLHQ	TX21187	0.15	3.5	3.5	2.75
FLHQ	CB1869P	0.05	3.25	2.25	1.25
FLHQ	286TS20118000	0.15	8	4.25	0.05
FLHQ	SS47537	1.5	7.5	6.5	0.05
FLHQ	GS33693	6.5	8	7.5	2.25
FLHQ	GS33954	0.45	5	4.5	1
FLHQ	GS33691	0.3	6.5	6	2.5
FLHQ	MS1718P	2.6	4.75	4.75	2.75
FLHQ	SH1986	0.2	3.5	2	2.5
FLHQ	SH994S	0.6	5.25	2.5	2.5
FLHQ	2243523WR040	28.5	13	11.5	9
FLHQ	2243709WR020	9.5	13	9	4.5
FLHQ	2243709	11	8.5	8.5	4.5
FLHQ	2243673	3.2	5	5	6
FLHQ	2253331CX	5.1	6	5.5	7
FLHQ	TW696S	1.2	7	4.5	1
FLHQ	TW717S	1.6	6.5	3	1
FLHQ	S42170	0.15	5	5	1
FLHQ	2243672020	4.5	5	5	5
BBBN	1090-09650-01	12	10	10	7
BBBN	10020791	9.5	10	10	7
BBBN	10021314	9	10	10	7
FLHQ	286TC14015000	24	10	10.5	11
BBBN	10020755	8	10	10	7
BBBN	1090-09750-01	14	10	10	7
FLHQ	GS33678	0.65	8	7	2
FLHQ	48383	0.4	6	6	2.5
BBBN	1033-40600-01	0.3	8	7.5	1.5
FLHQ	GS33692	2.3	8	7	2
BBBN	1033-40600-02	1.8	8	7.5	1.5
FLHQ	KX46910KIT	2.1	10.5	7.5	5
CBXQ	5473296RX	5.5	12.5	7	5
CBXQ	5496045HX	3.2	7.5	7.5	5
BBBN	10021530	10	10	10	7
CBXQ	3046207	3.5	8	8	5
CBXQ	3411767	3	10	5	2
BBBN	1033-07781-01	1.2	14	5	1.5
CBXQ	5523951	17.5	11	10.5	7.5
JGHG	4033253H	10	10	7	10
CBXQ	3942581RX	4.5	10.5	7	4
BBBN	1033-07782-01	2	14	5	1.5
CBXQ	4903472PX	3.5	10	5	2
CBXQ	5579405PX	2.5	10	4	2.5
CBXQ	4326869RX	0.6	9	4	3
CBXQ	3929039	14	21	8.5	7
CBXQ	5263262NX	2	10	4	2.5
CBXQ	5263308PX	2.5	10	4	2.5
CBXQ	5263318PX	2.5	10	4	2.5
CBXQ	3990517RX	2.7	11.5	7.5	2.5
CBXQ	3054250PX	2.4	6.5	3.5	2
CBXQ	A064S965	1.7	7	5	4
CBXQ	2871862	2.4	14.5	13.5	2
JGHG	4032772HX	3.7	9.5	6	6.5
CBXQ	4999610	3.9	11.5	6.5	4
CBXQ	3283054	2.4	12.5	7.5	6.5
CBXQ	4307475	0.8	10	6.5	2.5
CBXQ	3800984	1.7	7	7	5
CBXQ	5473331	0.04	3.5	2.5	3.5
CBXQ	3921644	0.45	4.5	4.5	4.5
CBXQ	3927063	7.4	7.25	5	4
CBXQ	3937555	3.8	8	4	4
CBXQ	3975126	4.8	11	10.5	7.5
CBXQ	5283479	3.3	13.5	14	10.5
JGHG	4034114H	5.5	9.5	6	6.5
CBXQ	3991168	3.5	13	4	4
CBXQ	4089544	1.9	11.5	11	2.5
CBXQ	4955481	4.8	6.5	6.5	8
CBXQ	3904630	0.25	3	2.5	2
CBXQ	3017993	1.35	5	2.5	2.5
CBXQ	5305254NX	0.85	7.5	5	4
CBXQ	5255204	1.5	10	10	6
CBXQ	5347703	0.9	7.5	7.5	1.5
CBXQ	4896409	0.12	13.5	8.5	0.05
CBXQ	5621364	2	8.5	4	4
JGHG	6382091HX	4	7.5	7.5	5
CBXQ	4384373RX	11	10	7.5	7.5
CBXQ	2897334NX	0.05	3	2.5	1.5
CBXQ	3001837	0.05	3.5	3.5	1.5
CBXQ	3076491	0.2	5	2.5	2.5
CBXQ	2872468	0.05	7	1.5	1.5
CBXQ	3800616	0.25	5	5	1
CBXQ	3802748RX	0.65	6	1.5	1.5
CBXQ	3804899	0.25	4	4	1.5
CBXQ	3864178	0.15	3.5	2.5	2.5
CBXQ	3408705	0.05	3.5	2	1.5
CBXQ	3920711	1.4	7.5	4.5	2.5
CBXQ	3931523	0.05	3.5	3.5	1
CBXQ	5272959	0.15	4.5	3	1.5
CBXQ	3959798	0.15	4	3.5	3
CBXQ	5406093	0.65	5	4.5	4.5
CBXQ	3802338	0.25	7	1.5	1
CBXQ	5291050	2.2	6	5	4
CBXQ	3934486	0.6	8	7.5	1.5
CBXQ	3944205RX	0.8	6	1.5	1
CBXQ	4921728	0.25	4	3.5	3.5
CBXQ	4983253	0.05	4	3.5	1
CBXQ	5259499	0.15	6	6	1.5
CBXQ	5292744	0.1	2.5	2.5	2.5
CBXQ	5338295	0.05	5	5	1
CBXQ	5406102	0.1	3	2	1.5
BFQT	141427	6.5	15.5	6	5
BFQT	141428	6.5	15.5	6	5
BFQT	111502	4.5	6	5	6.5
BDZW	702302-0002	0.6	5	5	1
BFQT	131401	2.3	21	9	1
BFQT	136115	0.45	5	5	1
BFQT	136006	0.25	3.5	3.5	1
BFQT	136018	0.45	5	5	1
BFQT	131453	0.3	14.5	8.5	0.05
BFQT	331280	0.25	12	9	0.05
BFQT	131529	0.3	14.5	8.5	0.05
BFQT	ESP-3509	0.8	5	4.5	3
BFQT	621230	0.35	6.5	6.5	1.5
BFQT	636020	0.35	6.5	6.5	1.5
BDZH	FP-8929102	0.6	13	11	1.5
BDZH	FP-23522279	0.6	13	11	1.5
BDZH	FP-23516322	0.6	13	11	1.5
BDZH	FP-23522269	0.6	13	11	1.5
PRO	10R0963R	4.25	13	8	2
PRO	631017R	3	13	8	2
PRO	0R8469R	2	13	8	2
PRO	3056342R	8.5	13	8	2
PRO	5237466R	4.5	13	8	2
PRO	10R1259R	5	13	8	2
JKMF	M-7C3095	0.6	3	3	3.5
JKMF	M-7E5213	0.3	5	5	1.25
JKMF	R-0R3420	0.65	7.5	4.25	2
JKMF	M-9S3068	0.1	5.5	5.5	1
JKMF	MCB6CEXPK	0.8	3.5	2.5	2
JKMF	MCB6BEXPK	0.8	3.5	2.5	2
JKMF	M-BM27253	1.5	10.25	5	2.5
JKMF	M-4089405	1.25	5	5	2
PRO	5237466R	5.5	13	8	2
JKMF	M-3800328	9.5	12.5	6	5.5
JKMF	M-3801826	18.5	12.5	7	7
JKMF	M-3801106	3	6	5.5	3.5
JKMF	M-3804303	0.3	14	9	2
JKMF	M-3802077	4.5	17	10.5	1.5
JKMF	M-3913990	15	8	4.5	3
JKMF	M-3804500	0.35	6.5	6.5	1
JKMF	M-3918175	9.5	13	5.5	3.5
JKMF	A-23506735	6.5	7	7	7
JKMF	A-23515581	0.8	4.5	4.5	2
JKMF	A-23522269	0.1	10	6	0.05
JKMF	A-23531604	12	11	10.5	3.5
JKMF	A-8929710	1.25	4	3	2
JKMF	M-1003652	0.5	7	4	1.25
JKMF	M-150288	2.5	10	5	2.5
JKMF	M-1818598C1	0.05	3.5	2.5	2.5
JKMF	M-1817687	3.5	7	7	7.5
JKMF	M-1830669C92	0.05	3.5	1.5	1.5
JKMF	M-1W311	0.45	4	3	1.5
JKMF	M-1W312	0.45	4	3	1.5
JKMF	M-1W8922	0.45	6.5	6.5	1
JKMF	M-203670	0.3	10	5	2.5
JKMF	M-2W8265	0.1	5.25	5.25	1.25
